date,name,code,pre_close,open,high,low,close,vol,amount
2023-03-23,博时主要消费ETF,159672.SZ,,,,,,,
2023-03-24,博时主要消费ETF,159672.SZ,,,,,,,
2023-03-31,博时主要消费ETF,159672.SZ,,,,,,,
2023-04-03,博时主要消费ETF,159672.SZ,1.018,1.013,1.018,1.008,1.01,208241494.0,210918557.11
2023-04-04,博时主要消费ETF,159672.SZ,1.01,1.013,1.025,1.011,1.024,60532111.0,61640050.15
2023-04-06,博时主要消费ETF,159672.SZ,1.024,1.023,1.023,1.006,1.01,17926551.0,18160473.89
2023-04-07,博时主要消费ETF,159672.SZ,1.01,1.01,1.013,1.003,1.003,12688392.0,12763490.71
2023-04-10,博时主要消费ETF,159672.SZ,1.003,1.004,1.004,0.981,0.995,11561594.0,11406841.19
2023-04-11,博时主要消费ETF,159672.SZ,0.995,0.995,0.995,0.98,0.983,8546184.0,8412060.52
2023-04-12,博时主要消费ETF,159672.SZ,0.983,0.982,0.982,0.958,0.961,11407106.0,11001425.98
2023-04-13,博时主要消费ETF,159672.SZ,0.961,0.964,0.969,0.958,0.967,4895009.0,4719350.14
2023-04-14,博时主要消费ETF,159672.SZ,0.967,0.966,0.97,0.956,0.958,9783321.0,9376824.9
2023-04-17,博时主要消费ETF,159672.SZ,0.958,0.958,0.97,0.958,0.966,12803615.0,12337640.66
2023-04-18,博时主要消费ETF,159672.SZ,0.966,0.966,0.974,0.96,0.97,8334026.0,8086596.19
2023-04-19,博时主要消费ETF,159672.SZ,0.97,0.971,0.971,0.961,0.962,8669475.0,8366206.07
2023-04-20,博时主要消费ETF,159672.SZ,0.962,0.965,0.967,0.95,0.954,2324112.0,2225030.8
2023-04-21,博时主要消费ETF,159672.SZ,0.954,0.963,0.963,0.947,0.947,7639903.0,7272689.17
2023-04-24,博时主要消费ETF,159672.SZ,0.947,0.947,0.947,0.927,0.929,10209385.0,9527020.1
2023-04-25,博时主要消费ETF,159672.SZ,0.929,0.931,0.943,0.929,0.943,7364213.0,6901887.69
2023-04-26,博时主要消费ETF,159672.SZ,0.943,0.941,0.944,0.932,0.939,12611103.0,11834051.02
2023-04-27,博时主要消费ETF,159672.SZ,0.939,0.939,0.95,0.935,0.945,13092207.0,12368818.25
2023-04-28,博时主要消费ETF,159672.SZ,0.945,0.954,0.96,0.951,0.955,2476042.0,2365596.2
2023-05-04,博时主要消费ETF,159672.SZ,0.955,0.954,0.965,0.946,0.949,6406599.0,6086342.47
2023-05-05,博时主要消费ETF,159672.SZ,0.949,0.947,0.951,0.94,0.95,18172701.0,17210976.64
2023-05-08,博时主要消费ETF,159672.SZ,0.95,0.954,0.954,0.939,0.942,11034375.0,10385115.38
2023-05-09,博时主要消费ETF,159672.SZ,0.942,0.945,0.951,0.92,0.941,5644528.0,5330436.04
2023-05-10,博时主要消费ETF,159672.SZ,0.941,0.932,0.939,0.93,0.936,4326806.0,4050701.41
2023-05-11,博时主要消费ETF,159672.SZ,0.936,0.94,0.942,0.932,0.933,6543301.0,6109261.94
2023-05-12,博时主要消费ETF,159672.SZ,0.933,0.933,0.942,0.927,0.929,9080541.0,8439698.62
2023-05-15,博时主要消费ETF,159672.SZ,0.929,0.922,0.933,0.922,0.933,9074501.0,8409283.32
2023-05-16,博时主要消费ETF,159672.SZ,0.933,0.93,0.93,0.923,0.926,10892524.0,10085238.77
2023-05-17,博时主要消费ETF,159672.SZ,0.926,0.926,0.926,0.917,0.919,4048104.0,3724306.37
2023-05-18,博时主要消费ETF,159672.SZ,0.919,0.923,0.923,0.905,0.908,8303555.0,7574949.9
2023-05-19,博时主要消费ETF,159672.SZ,0.908,0.9,0.917,0.899,0.916,4735204.0,4314483.5
2023-05-22,博时主要消费ETF,159672.SZ,0.916,0.915,0.939,0.909,0.936,4424906.0,4126997.87
2023-05-23,博时主要消费ETF,159672.SZ,0.936,0.937,0.937,0.926,0.929,2473600.0,2294574.4
2023-05-24,博时主要消费ETF,159672.SZ,0.929,0.92,0.921,0.911,0.911,2040505.0,1873373.4
2023-05-25,博时主要消费ETF,159672.SZ,0.911,0.91,0.91,0.899,0.903,3811802.0,3434601.71
2023-05-26,博时主要消费ETF,159672.SZ,0.903,0.906,0.906,0.896,0.901,5372300.0,4845346.7
2023-05-29,博时主要消费ETF,159672.SZ,0.901,0.906,0.906,0.89,0.895,4868101.0,4349782.09
2023-05-30,博时主要消费ETF,159672.SZ,0.895,0.896,0.897,0.877,0.885,12834004.0,11325891.64
2023-05-31,博时主要消费ETF,159672.SZ,0.885,0.877,0.877,0.865,0.868,10940224.0,9499014.09
2023-06-01,博时主要消费ETF,159672.SZ,0.868,0.86,0.886,0.86,0.875,8035021.0,7033613.37
2023-06-02,博时主要消费ETF,159672.SZ,0.875,0.873,0.892,0.873,0.891,11925307.0,10580873.7
2023-06-05,博时主要消费ETF,159672.SZ,0.891,0.899,0.899,0.874,0.878,7732739.0,6793551.88
2023-06-06,博时主要消费ETF,159672.SZ,0.878,0.885,0.888,0.874,0.878,6336709.0,5578551.43
2023-06-07,博时主要消费ETF,159672.SZ,0.878,0.876,0.88,0.868,0.869,6157303.0,5368440.31
2023-06-08,博时主要消费ETF,159672.SZ,0.869,0.869,0.881,0.867,0.879,7807000.0,6826475.3
