date,name,code,pre_close,open,high,low,close,vol,amount
2022-07-13,碳中和龙头ETF,159640.SZ,,,,,,,
2022-07-14,碳中和龙头ETF,159640.SZ,,,,,,,
2022-07-15,碳中和龙头ETF,159640.SZ,,,,,,,
2022-07-20,碳中和龙头ETF,159640.SZ,,,,,,,
2022-07-21,碳中和龙头ETF,159640.SZ,0.997,0.992,0.996,0.977,0.977,177354774.0,175388849.31
2022-07-22,碳中和龙头ETF,159640.SZ,0.977,0.983,0.991,0.972,0.979,64937298.0,63915497.55
2022-07-25,碳中和龙头ETF,159640.SZ,0.979,0.979,0.982,0.965,0.97,32836734.0,31887590.38
2022-07-26,碳中和龙头ETF,159640.SZ,0.97,0.97,0.986,0.961,0.979,30012960.0,29363154.8
2022-07-27,碳中和龙头ETF,159640.SZ,0.979,0.979,0.986,0.966,0.982,21206555.0,20819496.36
2022-07-28,碳中和龙头ETF,159640.SZ,0.982,0.982,0.993,0.978,0.983,33573805.0,33140639.71
2022-07-29,碳中和龙头ETF,159640.SZ,0.983,0.983,0.99,0.973,0.973,27552830.0,27006279.11
2022-08-01,碳中和龙头ETF,159640.SZ,0.973,0.972,0.988,0.965,0.984,43359409.0,42343914.06
2022-08-02,碳中和龙头ETF,159640.SZ,0.984,0.974,0.975,0.956,0.966,38273247.0,36945427.44
2022-08-03,碳中和龙头ETF,159640.SZ,0.966,0.966,0.979,0.938,0.942,34667795.0,33280122.2
2022-08-04,碳中和龙头ETF,159640.SZ,0.942,0.942,0.951,0.933,0.945,27446921.0,25858667.97
2022-08-05,碳中和龙头ETF,159640.SZ,0.945,0.945,0.953,0.937,0.952,33753437.0,31938310.59
2022-08-08,碳中和龙头ETF,159640.SZ,0.952,0.951,0.957,0.945,0.957,29641609.0,28243153.57
2022-08-09,碳中和龙头ETF,159640.SZ,0.957,0.956,0.972,0.952,0.965,32664498.0,31570179.64
2022-08-10,碳中和龙头ETF,159640.SZ,0.965,0.965,0.969,0.954,0.959,28242540.0,27134569.07
2022-08-11,碳中和龙头ETF,159640.SZ,0.959,0.957,0.968,0.951,0.967,33319232.0,32019491.16
2022-08-12,碳中和龙头ETF,159640.SZ,0.967,0.967,0.971,0.964,0.966,19661316.0,19019760.06
2022-08-15,碳中和龙头ETF,159640.SZ,0.966,0.966,0.988,0.964,0.981,34835732.0,34199204.92
2022-08-16,碳中和龙头ETF,159640.SZ,0.981,0.981,0.993,0.981,0.985,25986144.0,25700565.69
2022-08-17,碳中和龙头ETF,159640.SZ,0.985,0.988,0.992,0.979,0.99,34128496.0,33678041.46
2022-08-18,碳中和龙头ETF,159640.SZ,0.99,0.99,0.998,0.988,0.988,27004786.0,26823666.55
2022-08-19,碳中和龙头ETF,159640.SZ,0.988,0.988,0.989,0.973,0.975,27215073.0,26621029.29
2022-08-22,碳中和龙头ETF,159640.SZ,0.975,0.975,0.987,0.963,0.985,28921180.0,28332283.64
2022-08-23,碳中和龙头ETF,159640.SZ,0.985,0.985,0.992,0.982,0.985,29909946.0,29497046.45
2022-08-24,碳中和龙头ETF,159640.SZ,0.985,0.985,0.994,0.954,0.956,41901755.0,40619420.82
